,Country,Time,Gender,Category_age,Chronic_percentage,Acute_percentage
1202,Denmark,2011,Male,45-54,0.09,9.72
1203,Denmark,2011,Male,5-14,0.0,0.0
1204,Denmark,2011,Male,55-64,0.03,4.86
1205,Denmark,2011,Male,65+,0.0,4.86
1206,Denmark,2012,Female,0-4,0.0,0.0
1207,Denmark,2012,Female,15-19,0.18,1.05
1208,Denmark,2012,Female,20-24,0.5399999999999999,2.85
1209,Denmark,2012,Female,25-34,1.02,2.25
1210,Denmark,2012,Female,35-44,0.6,2.85
1211,Denmark,2012,Female,45-54,0.24,4.5
1212,Denmark,2012,Female,5-14,0.0,0.0
1213,Denmark,2012,Female,55-64,0.12,0.4499999999999999
1214,Denmark,2012,Female,65+,0.0,0.4499999999999999
1215,Denmark,2012,Male,0-4,0.0,0.0
1216,Denmark,2012,Male,15-19,0.12,5.880000000000001
1217,Denmark,2012,Male,20-24,0.36,15.96
1218,Denmark,2012,Male,25-34,0.68,12.6
1219,Denmark,2012,Male,35-44,0.4,15.96
1220,Denmark,2012,Male,45-54,0.16,25.2
1221,Denmark,2012,Male,5-14,0.0,0.0
1222,Denmark,2012,Male,55-64,0.08,2.52
1223,Denmark,2012,Male,65+,0.0,2.52
1224,Denmark,2013,Female,0-4,0.06,0.0
1225,Denmark,2013,Female,15-19,0.18,1.32
1226,Denmark,2013,Female,20-24,0.3,9.57
1227,Denmark,2013,Female,25-34,1.02,2.64
1228,Denmark,2013,Female,35-44,0.66,5.28
1229,Denmark,2013,Female,45-54,0.18,5.28
1230,Denmark,2013,Female,5-14,0.06,1.32
1231,Denmark,2013,Female,55-64,0.12,1.32
1232,Denmark,2013,Female,65+,0.0,5.28
1233,Denmark,2013,Male,0-4,0.04,0.0
1234,Denmark,2013,Male,15-19,0.12,2.64
1235,Denmark,2013,Male,20-24,0.2,19.14
1236,Denmark,2013,Male,25-34,0.68,5.28
1237,Denmark,2013,Male,35-44,0.44,10.56
1238,Denmark,2013,Male,45-54,0.12,10.56
1239,Denmark,2013,Male,5-14,0.04,2.64
1240,Denmark,2013,Male,55-64,0.08,2.64
1241,Denmark,2013,Male,65+,0.0,10.56
1242,Denmark,2014,Female,0-4,0.1,0.0
1243,Denmark,2014,Female,15-19,0.05,0.0
1244,Denmark,2014,Female,20-24,0.25,1.5
1245,Denmark,2014,Female,25-34,0.8,3.0
1246,Denmark,2014,Female,35-44,0.4,7.75
1247,Denmark,2014,Female,45-54,0.15,3.0
1248,Denmark,2014,Female,5-14,0.0,0.0
1249,Denmark,2014,Female,55-64,0.1,4.5
1250,Denmark,2014,Female,65+,0.0,4.5
1251,Denmark,2014,Male,0-4,0.06,0.0
1252,Denmark,2014,Male,15-19,0.03,0.0
1253,Denmark,2014,Male,20-24,0.15,4.5
1254,Denmark,2014,Male,25-34,0.48,9.0
1255,Denmark,2014,Male,35-44,0.24,23.25
1256,Denmark,2014,Male,45-54,0.09,9.0
1257,Denmark,2014,Male,5-14,0.0,0.0
1258,Denmark,2014,Male,55-64,0.06,13.5
1259,Denmark,2014,Male,65+,0.0,13.5
1260,Denmark,2015,Female,0-4,0.06,0.0
1261,Denmark,2015,Female,15-19,0.12,0.0
1262,Denmark,2015,Female,20-24,0.3,1.28
1263,Denmark,2015,Female,25-34,1.0799999999999998,5.28
1264,Denmark,2015,Female,35-44,0.5399999999999999,4.0
1265,Denmark,2015,Female,45-54,0.3,1.28
1266,Denmark,2015,Female,5-14,0.0,0.0
1267,Denmark,2015,Female,55-64,0.18,1.28
1268,Denmark,2015,Female,65+,0.06,2.56
1269,Denmark,2015,Male,0-4,0.04,0.0
1270,Denmark,2015,Male,15-19,0.08,0.0
1271,Denmark,2015,Male,20-24,0.2,6.64
1272,Denmark,2015,Male,25-34,0.72,27.39
1273,Denmark,2015,Male,35-44,0.36,20.75
1274,Denmark,2015,Male,45-54,0.2,6.64
1275,Denmark,2015,Male,5-14,0.0,0.0
1276,Denmark,2015,Male,55-64,0.12,6.64
1277,Denmark,2015,Male,65+,0.04,13.28
1278,Denmark,2016,Female,0-4,0.0,1.96
1279,Denmark,2016,Female,15-19,0.05,0.0
1280,Denmark,2016,Female,20-24,0.3,1.96
1281,Denmark,2016,Female,25-34,0.9500000000000002,1.96
1282,Denmark,2016,Female,35-44,0.3,9.8
1283,Denmark,2016,Female,45-54,0.15,5.880000000000001
1284,Denmark,2016,Female,5-14,0.0,0.0
1285,Denmark,2016,Female,55-64,0.1,3.92
1286,Denmark,2016,Female,65+,0.0,1.96
1287,Denmark,2016,Male,0-4,0.0,4.97
1288,Denmark,2016,Male,15-19,0.03,0.0
1289,Denmark,2016,Male,20-24,0.18,4.97
1290,Denmark,2016,Male,25-34,0.5700000000000001,4.97
1291,Denmark,2016,Male,35-44,0.18,24.85
1292,Denmark,2016,Male,45-54,0.09,14.909999999999998
1293,Denmark,2016,Male,5-14,0.0,0.0
1294,Denmark,2016,Male,55-64,0.06,9.94
1295,Denmark,2016,Male,65+,0.0,4.97
1296,Denmark,2017,Female,0-4,0.0,0.0
1297,Denmark,2017,Female,15-19,0.04,10.89
1298,Denmark,2017,Female,20-24,0.16,0.0
1299,Denmark,2017,Female,25-34,0.6,10.89
1300,Denmark,2017,Female,35-44,0.32,10.89
1301,Denmark,2017,Female,45-54,0.16,0.0
1302,Denmark,2017,Female,5-14,0.0,0.0
1303,Denmark,2017,Female,55-64,0.08,0.0
1304,Denmark,2017,Female,65+,0.04,0.0
1305,Denmark,2017,Male,0-4,0.0,0.0
1306,Denmark,2017,Male,15-19,0.03,21.78
1307,Denmark,2017,Male,20-24,0.12,0.0
1308,Denmark,2017,Male,25-34,0.4499999999999999,21.78
1309,Denmark,2017,Male,35-44,0.24,21.78
1310,Denmark,2017,Male,45-54,0.12,0.0
1311,Denmark,2017,Male,5-14,0.0,0.0
1312,Denmark,2017,Male,55-64,0.06,0.0
1313,Denmark,2017,Male,65+,0.03,0.0
1314,Denmark,2018,Female,0-4,0.0,0.0
1315,Denmark,2018,Female,15-19,0.0,4.84
1316,Denmark,2018,Female,20-24,0.06,0.0
1317,Denmark,2018,Female,25-34,0.3,7.26
1318,Denmark,2018,Female,35-44,0.12,2.42
1319,Denmark,2018,Female,45-54,0.06,2.42
1320,Denmark,2018,Female,5-14,0.0,0.0
1321,Denmark,2018,Female,55-64,0.03,2.42
1322,Denmark,2018,Female,65+,0.0,2.42
1323,Denmark,2018,Male,0-4,0.0,0.0
1324,Denmark,2018,Male,15-19,0.0,16.939999999999998
1325,Denmark,2018,Male,20-24,0.02,0.0
1326,Denmark,2018,Male,25-34,0.1,25.41
1327,Denmark,2018,Male,35-44,0.04,8.469999999999999
1328,Denmark,2018,Male,45-54,0.02,8.469999999999999
1329,Denmark,2018,Male,5-14,0.0,0.0
1330,Denmark,2018,Male,55-64,0.01,8.469999999999999
1331,Denmark,2018,Male,65+,0.0,8.469999999999999
1332,Denmark,2019,Female,0-4,0.0,0.0
1333,Denmark,2019,Female,15-19,0.0,0.0
1334,Denmark,2019,Female,20-24,0.09,0.0
1335,Denmark,2019,Female,25-34,0.33,8.0
1336,Denmark,2019,Female,35-44,0.15,16.5
1337,Denmark,2019,Female,45-54,0.03,25.0
1338,Denmark,2019,Female,5-14,0.0,0.0
1339,Denmark,2019,Female,55-64,0.03,0.0
1340,Denmark,2019,Female,65+,0.0,0.0
1341,Denmark,2019,Male,0-4,0.0,0.0
1342,Denmark,2019,Male,15-19,0.0,0.0
1343,Denmark,2019,Male,20-24,0.03,0.0
1344,Denmark,2019,Male,25-34,0.11,8.0
1345,Denmark,2019,Male,35-44,0.05,16.5
1346,Denmark,2019,Male,45-54,0.01,25.0
1347,Denmark,2019,Male,5-14,0.0,0.0
1348,Denmark,2019,Male,55-64,0.01,0.0
1349,Denmark,2019,Male,65+,0.0,0.0
1350,Denmark,2020,Female,0-4,0.0,0.0
1351,Denmark,2020,Female,15-19,0.0,0.0
1352,Denmark,2020,Female,20-24,0.03,0.0
1353,Denmark,2020,Female,25-34,0.21,2.6
1354,Denmark,2020,Female,35-44,0.15,3.3800000000000003
1355,Denmark,2020,Female,45-54,0.06,4.29
1356,Denmark,2020,Female,5-14,0.0,0.0
1357,Denmark,2020,Female,55-64,0.03,1.6900000000000002
1358,Denmark,2020,Female,65+,0.0,0.7799999999999999
1359,Denmark,2020,Male,0-4,0.0,0.0
1360,Denmark,2020,Male,15-19,0.0,0.0
1361,Denmark,2020,Male,20-24,0.01,0.0
1362,Denmark,2020,Male,25-34,0.07,17.200000000000003
1363,Denmark,2020,Male,35-44,0.05,22.36
1364,Denmark,2020,Male,45-54,0.02,28.38
1365,Denmark,2020,Male,5-14,0.0,0.0
1366,Denmark,2020,Male,55-64,0.01,11.18
1367,Denmark,2020,Male,65+,0.0,5.16
1368,Denmark,2021,Female,0-4,0.0,0.0
1369,Denmark,2021,Female,15-19,0.0,0.0
1370,Denmark,2021,Female,20-24,0.04,0.0
1371,Denmark,2021,Female,25-34,0.12,5.28
1372,Denmark,2021,Female,35-44,0.08,5.28
1373,Denmark,2021,Female,45-54,0.02,10.89
1374,Denmark,2021,Female,5-14,0.0,0.0
1375,Denmark,2021,Female,55-64,0.02,10.89
1376,Denmark,2021,Female,65+,0.0,0.0
1377,Denmark,2021,Male,0-4,0.0,0.0
1378,Denmark,2021,Male,15-19,0.0,0.0
1379,Denmark,2021,Male,20-24,0.02,0.0
1380,Denmark,2021,Male,25-34,0.06,10.56
1381,Denmark,2021,Male,35-44,0.04,10.56
1382,Denmark,2021,Male,45-54,0.01,21.78
1383,Denmark,2021,Male,5-14,0.0,0.0
1384,Denmark,2021,Male,55-64,0.01,21.78
1385,Denmark,2021,Male,65+,0.0,0.0
1386,Denmark,2022,Female,0-4,0.0,0.0
1387,Denmark,2022,Female,15-19,0.0,0.0
1388,Denmark,2022,Female,20-24,0.02,2.0000000000000004
1389,Denmark,2022,Female,25-34,0.08,0.0
1390,Denmark,2022,Female,35-44,0.08,5.0
1391,Denmark,2022,Female,45-54,0.02,1.0000000000000002
1392,Denmark,2022,Female,5-14,0.0,0.0
1393,Denmark,2022,Female,55-64,0.02,1.0000000000000002
1394,Denmark,2022,Female,65+,0.0,1.0000000000000002
1395,Denmark,2022,Male,0-4,0.0,0.0
1396,Denmark,2022,Male,15-19,0.0,0.0
1397,Denmark,2022,Male,20-24,0.01,18.000000000000004
1398,Denmark,2022,Male,25-34,0.04,0.0
1399,Denmark,2022,Male,35-44,0.04,45.0
1400,Denmark,2022,Male,45-54,0.01,9.000000000000002
1401,Denmark,2022,Male,5-14,0.0,0.0
1402,Denmark,2022,Male,55-64,0.01,9.000000000000002
1403,Denmark,2022,Male,65+,0.0,9.000000000000002
1404,Denmark,2023,Female,0-4,0.0,0.0
1405,Denmark,2023,Female,15-19,0.0,0.0
1406,Denmark,2023,Female,20-24,0.01,18.15
1407,Denmark,2023,Female,25-34,0.03,6.050000000000001
1408,Denmark,2023,Female,35-44,0.04,6.050000000000001
1409,Denmark,2023,Female,45-54,0.02,6.050000000000001
1410,Denmark,2023,Female,5-14,0.0,0.0
1411,Denmark,2023,Female,55-64,0.0,6.050000000000001
1412,Denmark,2023,Female,65+,0.0,12.1
1413,Denmark,2023,Male,0-4,0.0,0.0
1414,Denmark,2023,Male,15-19,0.0,0.0
1415,Denmark,2023,Male,20-24,0.01,14.52
1416,Denmark,2023,Male,25-34,0.03,4.84
1417,Denmark,2023,Male,35-44,0.04,4.84
1418,Denmark,2023,Male,45-54,0.02,4.84
1419,Denmark,2023,Male,5-14,0.0,0.0
1420,Denmark,2023,Male,55-64,0.0,4.84
1421,Denmark,2023,Male,65+,0.0,9.68
1422,EU (with UK until 2019),2006,Female,0-4,0.0,0.0
1423,EU (with UK until 2019),2006,Female,15-19,0.04,3.06
1424,EU (with UK until 2019),2006,Female,20-24,0.12,4.760000000000001
1425,EU (with UK until 2019),2006,Female,25-34,0.16,8.5
1426,EU (with UK until 2019),2006,Female,35-44,0.08,6.800000000000001
1427,EU (with UK until 2019),2006,Female,45-54,0.04,4.42
1428,EU (with UK until 2019),2006,Female,5-14,0.0,0.34
1429,EU (with UK until 2019),2006,Female,55-64,0.02,2.72
1430,EU (with UK until 2019),2006,Female,65+,0.0,1.7000000000000002
1431,EU (with UK until 2019),2006,Male,0-4,0.0,0.0
1432,EU (with UK until 2019),2006,Male,15-19,0.06,5.85
1433,EU (with UK until 2019),2006,Male,20-24,0.18,9.1
1434,EU (with UK until 2019),2006,Male,25-34,0.24,16.25
1435,EU (with UK until 2019),2006,Male,35-44,0.12,13.0
1436,EU (with UK until 2019),2006,Male,45-54,0.06,8.450000000000001
1437,EU (with UK until 2019),2006,Male,5-14,0.0,0.65
1438,EU (with UK until 2019),2006,Male,55-64,0.03,5.2
1439,EU (with UK until 2019),2006,Male,65+,0.0,3.25
1440,EU (with UK until 2019),2007,Female,0-4,0.0,0.0
1441,EU (with UK until 2019),2007,Female,15-19,0.09,2.24
1442,EU (with UK until 2019),2007,Female,20-24,0.24,4.16
1443,EU (with UK until 2019),2007,Female,25-34,0.3,8.32
1444,EU (with UK until 2019),2007,Female,35-44,0.15,6.4
1445,EU (with UK until 2019),2007,Female,45-54,0.09,4.48
1446,EU (with UK until 2019),2007,Female,5-14,0.0,0.32
1447,EU (with UK until 2019),2007,Female,55-64,0.03,2.56
1448,EU (with UK until 2019),2007,Female,65+,0.0,1.92
1449,EU (with UK until 2019),2007,Male,0-4,0.0,0.0
1450,EU (with UK until 2019),2007,Male,15-19,0.12,4.69
1451,EU (with UK until 2019),2007,Male,20-24,0.32,8.71
1452,EU (with UK until 2019),2007,Male,25-34,0.4,17.42
1453,EU (with UK until 2019),2007,Male,35-44,0.2,13.4
1454,EU (with UK until 2019),2007,Male,45-54,0.12,9.38
1455,EU (with UK until 2019),2007,Male,5-14,0.0,0.67
1456,EU (with UK until 2019),2007,Male,55-64,0.04,5.36
1457,EU (with UK until 2019),2007,Male,65+,0.0,4.02
1458,EU (with UK until 2019),2008,Female,0-4,0.0,0.0
1459,EU (with UK until 2019),2008,Female,15-19,0.09,1.55
1460,EU (with UK until 2019),2008,Female,20-24,0.24,3.72
1461,EU (with UK until 2019),2008,Female,25-34,0.33,8.68
1462,EU (with UK until 2019),2008,Female,35-44,0.15,6.819999999999999
1463,EU (with UK until 2019),2008,Female,45-54,0.09,4.34
1464,EU (with UK until 2019),2008,Female,5-14,0.0,0.31
1465,EU (with UK until 2019),2008,Female,55-64,0.06,2.48
1466,EU (with UK until 2019),2008,Female,65+,0.0,1.86
1467,EU (with UK until 2019),2008,Male,0-4,0.0,0.0
1468,EU (with UK until 2019),2008,Male,15-19,0.12,3.4000000000000004
1469,EU (with UK until 2019),2008,Male,20-24,0.32,8.16
1470,EU (with UK until 2019),2008,Male,25-34,0.44,19.040000000000003
1471,EU (with UK until 2019),2008,Male,35-44,0.2,14.96
1472,EU (with UK until 2019),2008,Male,45-54,0.12,9.52
1473,EU (with UK until 2019),2008,Male,5-14,0.0,0.68
1474,EU (with UK until 2019),2008,Male,55-64,0.08,5.44
1475,EU (with UK until 2019),2008,Male,65+,0.0,4.08
1476,EU (with UK until 2019),2009,Female,0-4,0.0,0.0
1477,EU (with UK until 2019),2009,Female,15-19,0.09,1.28
1478,EU (with UK until 2019),2009,Female,20-24,0.2699999999999999,3.84
1479,EU (with UK until 2019),2009,Female,25-34,0.3899999999999999,8.32
1480,EU (with UK until 2019),2009,Female,35-44,0.18,6.72
1481,EU (with UK until 2019),2009,Female,45-54,0.09,4.8
1482,EU (with UK until 2019),2009,Female,5-14,0.0,0.32
1483,EU (with UK until 2019),2009,Female,55-64,0.06,2.88
1484,EU (with UK until 2019),2009,Female,65+,0.03,2.24
1485,EU (with UK until 2019),2009,Male,0-4,0.0,0.0
1486,EU (with UK until 2019),2009,Male,15-19,0.15,2.68
1487,EU (with UK until 2019),2009,Male,20-24,0.4499999999999999,8.04
1488,EU (with UK until 2019),2009,Male,25-34,0.65,17.42
1489,EU (with UK until 2019),2009,Male,35-44,0.3,14.07
1490,EU (with UK until 2019),2009,Male,45-54,0.15,10.05
1491,EU (with UK until 2019),2009,Male,5-14,0.0,0.67
1492,EU (with UK until 2019),2009,Male,55-64,0.1,6.03
1493,EU (with UK until 2019),2009,Male,65+,0.05,4.69
1494,EU (with UK until 2019),2010,Female,0-4,0.0,0.0
1495,EU (with UK until 2019),2010,Female,15-19,0.09,0.93
1496,EU (with UK until 2019),2010,Female,20-24,0.24,3.41
1497,EU (with UK until 2019),2010,Female,25-34,0.36,8.06
1498,EU (with UK until 2019),2010,Female,35-44,0.21,6.509999999999999
1499,EU (with UK until 2019),2010,Female,45-54,0.09,4.65
1500,EU (with UK until 2019),2010,Female,5-14,0.0,0.0
1501,EU (with UK until 2019),2010,Female,55-64,0.06,3.1
1502,EU (with UK until 2019),2010,Female,65+,0.0,2.79
1503,EU (with UK until 2019),2010,Male,0-4,0.0,0.0
1504,EU (with UK until 2019),2010,Male,15-19,0.15,2.04
1505,EU (with UK until 2019),2010,Male,20-24,0.4,7.48
1506,EU (with UK until 2019),2010,Male,25-34,0.6,17.68
1507,EU (with UK until 2019),2010,Male,35-44,0.35,14.28
1508,EU (with UK until 2019),2010,Male,45-54,0.15,10.2
1509,EU (with UK until 2019),2010,Male,5-14,0.0,0.0
1510,EU (with UK until 2019),2010,Male,55-64,0.1,6.800000000000001
1511,EU (with UK until 2019),2010,Male,65+,0.0,6.12
1512,EU (with UK until 2019),2011,Female,0-4,0.0,0.0
1513,EU (with UK until 2019),2011,Female,15-19,0.12,0.96
1514,EU (with UK until 2019),2011,Female,20-24,0.36,3.2
1515,EU (with UK until 2019),2011,Female,25-34,0.56,8.64
1516,EU (with UK until 2019),2011,Female,35-44,0.32,7.04
1517,EU (with UK until 2019),2011,Female,45-54,0.16,4.8
1518,EU (with UK until 2019),2011,Female,5-14,0.0,0.0
1519,EU (with UK until 2019),2011,Female,55-64,0.12,3.2
1520,EU (with UK until 2019),2011,Female,65+,0.04,2.56
1521,EU (with UK until 2019),2011,Male,0-4,0.0,0.0
1522,EU (with UK until 2019),2011,Male,15-19,0.15,2.01
1523,EU (with UK until 2019),2011,Male,20-24,0.4499999999999999,6.7
1524,EU (with UK until 2019),2011,Male,25-34,0.7000000000000001,18.090000000000003
1525,EU (with UK until 2019),2011,Male,35-44,0.4,14.74
1526,EU (with UK until 2019),2011,Male,45-54,0.2,10.05
1527,EU (with UK until 2019),2011,Male,5-14,0.0,0.0
1528,EU (with UK until 2019),2011,Male,55-64,0.15,6.7
1529,EU (with UK until 2019),2011,Male,65+,0.05,5.36
1530,EU (with UK until 2019),2012,Female,0-4,0.0,0.0
1531,EU (with UK until 2019),2012,Female,15-19,0.12,0.58
1532,EU (with UK until 2019),2012,Female,20-24,0.36,2.32
1533,EU (with UK until 2019),2012,Female,25-34,0.6,6.959999999999999
1534,EU (with UK until 2019),2012,Female,35-44,0.36,6.959999999999999
1535,EU (with UK until 2019),2012,Female,45-54,0.16,4.930000000000001
1536,EU (with UK until 2019),2012,Female,5-14,0.0,0.0
1537,EU (with UK until 2019),2012,Female,55-64,0.12,3.4799999999999995
1538,EU (with UK until 2019),2012,Female,65+,0.04,2.32
1539,EU (with UK until 2019),2012,Male,0-4,0.0,0.0
1540,EU (with UK until 2019),2012,Male,15-19,0.18,1.4
1541,EU (with UK until 2019),2012,Male,20-24,0.5399999999999999,5.6
1542,EU (with UK until 2019),2012,Male,25-34,0.8999999999999999,16.799999999999997
1543,EU (with UK until 2019),2012,Male,35-44,0.5399999999999999,16.799999999999997
1544,EU (with UK until 2019),2012,Male,45-54,0.24,11.9
1545,EU (with UK until 2019),2012,Male,5-14,0.0,0.0
1546,EU (with UK until 2019),2012,Male,55-64,0.18,8.399999999999999
1547,EU (with UK until 2019),2012,Male,65+,0.06,5.6
1548,EU (with UK until 2019),2013,Female,0-4,0.0,0.0
1549,EU (with UK until 2019),2013,Female,15-19,0.12,0.93
1550,EU (with UK until 2019),2013,Female,20-24,0.28,2.48
1551,EU (with UK until 2019),2013,Female,25-34,0.52,7.75
1552,EU (with UK until 2019),2013,Female,35-44,0.36,7.439999999999999
1553,EU (with UK until 2019),2013,Female,45-54,0.16,5.2700000000000005
1554,EU (with UK until 2019),2013,Female,5-14,0.0,0.31
1555,EU (with UK until 2019),2013,Female,55-64,0.08,3.1
1556,EU (with UK until 2019),2013,Female,65+,0.04,2.79
1557,EU (with UK until 2019),2013,Male,0-4,0.0,0.0
1558,EU (with UK until 2019),2013,Male,15-19,0.15,2.04
1559,EU (with UK until 2019),2013,Male,20-24,0.35,5.44
1560,EU (with UK until 2019),2013,Male,25-34,0.65,17.0
1561,EU (with UK until 2019),2013,Male,35-44,0.4499999999999999,16.32
1562,EU (with UK until 2019),2013,Male,45-54,0.2,11.560000000000002
1563,EU (with UK until 2019),2013,Male,5-14,0.0,0.68
1564,EU (with UK until 2019),2013,Male,55-64,0.1,6.800000000000001
1565,EU (with UK until 2019),2013,Male,65+,0.05,6.12
1566,EU (with UK until 2019),2014,Female,0-4,0.0,0.0
1567,EU (with UK until 2019),2014,Female,15-19,0.08,0.93
1568,EU (with UK until 2019),2014,Female,20-24,0.28,1.86
1569,EU (with UK until 2019),2014,Female,25-34,0.56,7.439999999999999
1570,EU (with UK until 2019),2014,Female,35-44,0.4,6.819999999999999
1571,EU (with UK until 2019),2014,Female,45-54,0.2,5.89
1572,EU (with UK until 2019),2014,Female,5-14,0.0,0.0
1573,EU (with UK until 2019),2014,Female,55-64,0.12,3.72
1574,EU (with UK until 2019),2014,Female,65+,0.04,3.1
1575,EU (with UK until 2019),2014,Male,0-4,0.0,0.0
1576,EU (with UK until 2019),2014,Male,15-19,0.12,2.04
1577,EU (with UK until 2019),2014,Male,20-24,0.42,4.08
1578,EU (with UK until 2019),2014,Male,25-34,0.8400000000000001,16.32
1579,EU (with UK until 2019),2014,Male,35-44,0.6,14.96
1580,EU (with UK until 2019),2014,Male,45-54,0.3,12.920000000000002
1581,EU (with UK until 2019),2014,Male,5-14,0.0,0.0
1582,EU (with UK until 2019),2014,Male,55-64,0.18,8.16
1583,EU (with UK until 2019),2014,Male,65+,0.06,6.800000000000001
1584,EU (with UK until 2019),2015,Female,0-4,0.0,0.0
1585,EU (with UK until 2019),2015,Female,15-19,0.16,0.93
1586,EU (with UK until 2019),2015,Female,20-24,0.28,1.86
1587,EU (with UK until 2019),2015,Female,25-34,0.56,6.819999999999999
1588,EU (with UK until 2019),2015,Female,35-44,0.44,7.13
1589,EU (with UK until 2019),2015,Female,45-54,0.24,6.2
1590,EU (with UK until 2019),2015,Female,5-14,0.0,0.0
1591,EU (with UK until 2019),2015,Female,55-64,0.12,3.72
1592,EU (with UK until 2019),2015,Female,65+,0.04,3.1
1593,EU (with UK until 2019),2015,Male,0-4,0.0,0.0
1594,EU (with UK until 2019),2015,Male,15-19,0.28,2.04
1595,EU (with UK until 2019),2015,Male,20-24,0.49,4.08
1596,EU (with UK until 2019),2015,Male,25-34,0.98,14.96
1597,EU (with UK until 2019),2015,Male,35-44,0.7700000000000001,15.64
1598,EU (with UK until 2019),2015,Male,45-54,0.42,13.6
1599,EU (with UK until 2019),2015,Male,5-14,0.0,0.0
1600,EU (with UK until 2019),2015,Male,55-64,0.21,8.16
1601,EU (with UK until 2019),2015,Male,65+,0.07,6.800000000000001
1602,EU (with UK until 2019),2016,Female,0-4,0.0,0.0
1603,EU (with UK until 2019),2016,Female,15-19,0.2,1.24
1604,EU (with UK until 2019),2016,Female,20-24,0.35,1.86
1605,EU (with UK until 2019),2016,Female,25-34,0.7000000000000001,6.819999999999999
1606,EU (with UK until 2019),2016,Female,35-44,0.55,6.819999999999999
1607,EU (with UK until 2019),2016,Female,45-54,0.35,6.2
1608,EU (with UK until 2019),2016,Female,5-14,0.0,0.0
1609,EU (with UK until 2019),2016,Female,55-64,0.2,3.72
1610,EU (with UK until 2019),2016,Female,65+,0.1,3.1
1611,EU (with UK until 2019),2016,Male,0-4,0.0,0.0
1612,EU (with UK until 2019),2016,Male,15-19,0.28,2.72
1613,EU (with UK until 2019),2016,Male,20-24,0.49,4.08
1614,EU (with UK until 2019),2016,Male,25-34,0.98,14.96
1615,EU (with UK until 2019),2016,Male,35-44,0.7700000000000001,14.96
1616,EU (with UK until 2019),2016,Male,45-54,0.49,13.6
1617,EU (with UK until 2019),2016,Male,5-14,0.0,0.0
1618,EU (with UK until 2019),2016,Male,55-64,0.28,8.16
1619,EU (with UK until 2019),2016,Male,65+,0.14,6.800000000000001
1620,EU (with UK until 2019),2017,Female,0-4,0.0,0.0
1621,EU (with UK until 2019),2017,Female,15-19,0.08,1.24
1622,EU (with UK until 2019),2017,Female,20-24,0.2,1.86
1623,EU (with UK until 2019),2017,Female,25-34,0.48,6.2
1624,EU (with UK until 2019),2017,Female,35-44,0.4,6.509999999999999
1625,EU (with UK until 2019),2017,Female,45-54,0.24,6.509999999999999
1626,EU (with UK until 2019),2017,Female,5-14,0.0,0.31
1627,EU (with UK until 2019),2017,Female,55-64,0.12,4.03
1628,EU (with UK until 2019),2017,Female,65+,0.04,3.1
1629,EU (with UK until 2019),2017,Male,0-4,0.0,0.0
1630,EU (with UK until 2019),2017,Male,15-19,0.12,2.72
1631,EU (with UK until 2019),2017,Male,20-24,0.3,4.08
1632,EU (with UK until 2019),2017,Male,25-34,0.72,13.6
1633,EU (with UK until 2019),2017,Male,35-44,0.6,14.28
1634,EU (with UK until 2019),2017,Male,45-54,0.36,14.28
1635,EU (with UK until 2019),2017,Male,5-14,0.0,0.68
1636,EU (with UK until 2019),2017,Male,55-64,0.18,8.84
1637,EU (with UK until 2019),2017,Male,65+,0.06,6.800000000000001
1638,EU (with UK until 2019),2018,Female,0-4,0.0,0.0
1639,EU (with UK until 2019),2018,Female,15-19,0.06,1.02
1640,EU (with UK until 2019),2018,Female,20-24,0.12,1.7000000000000002
1641,EU (with UK until 2019),2018,Female,25-34,0.3,6.800000000000001
1642,EU (with UK until 2019),2018,Female,35-44,0.24,7.48
1643,EU (with UK until 2019),2018,Female,45-54,0.15,6.800000000000001
1644,EU (with UK until 2019),2018,Female,5-14,0.0,0.0
1645,EU (with UK until 2019),2018,Female,55-64,0.09,4.42
1646,EU (with UK until 2019),2018,Female,65+,0.03,4.08
1647,EU (with UK until 2019),2018,Male,0-4,0.0,0.0
1648,EU (with UK until 2019),2018,Male,15-19,0.1,1.95
1649,EU (with UK until 2019),2018,Male,20-24,0.2,3.25
1650,EU (with UK until 2019),2018,Male,25-34,0.5000000000000001,13.0
1651,EU (with UK until 2019),2018,Male,35-44,0.4,14.3
1652,EU (with UK until 2019),2018,Male,45-54,0.25,13.0
1653,EU (with UK until 2019),2018,Male,5-14,0.0,0.0
1654,EU (with UK until 2019),2018,Male,55-64,0.15,8.450000000000001
1655,EU (with UK until 2019),2018,Male,65+,0.05,7.8
1656,EU (with UK until 2019),2019,Female,0-4,0.0,0.0
1657,EU (with UK until 2019),2019,Female,15-19,0.08,0.99
1658,EU (with UK until 2019),2019,Female,20-24,0.16,1.98
1659,EU (with UK until 2019),2019,Female,25-34,0.4,6.2700000000000005
1660,EU (with UK until 2019),2019,Female,35-44,0.36,6.93
1661,EU (with UK until 2019),2019,Female,45-54,0.24,6.6000000000000005
1662,EU (with UK until 2019),2019,Female,5-14,0.0,0.0
1663,EU (with UK until 2019),2019,Female,55-64,0.12,4.62
1664,EU (with UK until 2019),2019,Female,65+,0.08,3.96
1665,EU (with UK until 2019),2019,Male,0-4,0.0,0.0
1666,EU (with UK until 2019),2019,Male,15-19,0.1,1.98
1667,EU (with UK until 2019),2019,Male,20-24,0.2,3.96
1668,EU (with UK until 2019),2019,Male,25-34,0.5000000000000001,12.54
